date,fips,county,cases
2020-04-08,36047,Kings,29393.0
2020-04-09,36047,Kings,30762.0
2020-04-10,36047,Kings,31915.0
2020-04-11,36047,Kings,33044.0
2020-04-12,36047,Kings,33745.0
2020-04-13,36047,Kings,34810.0
2020-04-14,36047,Kings,35845.0
2020-04-15,36047,Kings,36727.0
2020-04-16,36047,Kings,37611.0
2020-04-17,36047,Kings,38570.0
2020-04-18,36047,Kings,39145.0
2020-04-19,36047,Kings,39780.0
2020-04-20,36047,Kings,40763.0
2020-04-21,36047,Kings,41659.0
2020-04-22,36047,Kings,42513.0
2020-04-23,36047,Kings,43299.0
2020-04-24,36047,Kings,43928.0
2020-04-25,36047,Kings,44333.0
2020-04-26,36047,Kings,44665.0
2020-04-27,36047,Kings,45273.0
2020-04-28,36047,Kings,45984.0
2020-04-29,36047,Kings,46665.0
2020-04-30,36047,Kings,47265.0
2020-05-01,36047,Kings,47762.0
2020-05-02,36047,Kings,48025.0
2020-05-03,36047,Kings,48272.0
2020-05-04,36047,Kings,48734.0
2020-05-05,36047,Kings,49167.0
2020-05-06,36047,Kings,49617.0
2020-05-07,36047,Kings,50020.0
2020-05-08,36047,Kings,50364.0
2020-05-09,36047,Kings,50483.0
2020-05-10,36047,Kings,50671.0
2020-05-11,36047,Kings,51081.0
2020-05-12,36047,Kings,51481.0
2020-05-13,36047,Kings,51843.0
2020-05-14,36047,Kings,52177.0
2020-05-15,36047,Kings,52436.0
2020-05-16,36047,Kings,52601.0
2020-05-17,36047,Kings,52738.0
2020-05-18,36047,Kings,53004.0
2020-05-19,36047,Kings,53332.0
2020-05-20,36047,Kings,53655.0
2020-05-21,36047,Kings,53991.0
2020-05-22,36047,Kings,54341.0
2020-05-23,36047,Kings,54484.0
2020-05-24,36047,Kings,54645.0
2020-05-25,36047,Kings,54805.0
2020-05-26,36047,Kings,55124.0
2020-05-27,36047,Kings,55370.0
2020-05-28,36047,Kings,55591.0
2020-05-29,36047,Kings,55758.0
2020-05-30,36047,Kings,55863.0
2020-05-31,36047,Kings,55947.0
2020-06-01,36047,Kings,56199.0
2020-06-02,36047,Kings,56383.0
2020-06-03,36047,Kings,56516.0
2020-06-04,36047,Kings,56646.0
2020-06-05,36047,Kings,56778.0
2020-06-06,36047,Kings,56837.0
2020-06-07,36047,Kings,56889.0
2020-06-08,36047,Kings,57001.0
2020-06-09,36047,Kings,57122.0
2020-06-10,36047,Kings,57219.0
2020-06-11,36047,Kings,57332.0
2020-06-12,36047,Kings,57455.0
2020-06-13,36047,Kings,57507.0
2020-06-14,36047,Kings,57560.0
2020-06-15,36047,Kings,57662.0
2020-06-16,36047,Kings,57795.0
2020-06-17,36047,Kings,57909.0
2020-06-18,36047,Kings,58021.0
2020-06-19,36047,Kings,58112.0
2020-06-20,36047,Kings,58158.0
2020-06-21,36047,Kings,58212.0
2020-06-22,36047,Kings,58322.0
2020-06-23,36047,Kings,58417.0
2020-06-24,36047,Kings,58518.0
2020-06-25,36047,Kings,58600.0
2020-06-26,36047,Kings,58694.0
2020-06-27,36047,Kings,58764.0
2020-06-28,36047,Kings,58822.0
2020-06-29,36047,Kings,58949.0
2020-06-30,36047,Kings,59077.0
2020-07-01,36047,Kings,59197.0
2020-07-02,36047,Kings,59324.0
2020-07-03,36047,Kings,59396.0
2020-07-04,36047,Kings,59419.0
2020-07-05,36047,Kings,59472.0
2020-07-06,36047,Kings,59614.0
2020-07-07,36047,Kings,59737.0
2020-07-08,36047,Kings,59858.0
2020-07-09,36047,Kings,59962.0
2020-07-10,36047,Kings,60052.0
2020-07-11,36047,Kings,60125.0
2020-07-12,36047,Kings,60180.0
2020-07-13,36047,Kings,60303.0
2020-07-14,36047,Kings,60414.0
2020-07-15,36047,Kings,60563.0
2020-07-16,36047,Kings,60653.0
2020-07-17,36047,Kings,60758.0
2020-07-18,36047,Kings,60816.0
2020-07-19,36047,Kings,60856.0
2020-07-20,36047,Kings,60941.0
2020-07-21,36047,Kings,61020.0
2020-07-22,36047,Kings,61116.0
2020-07-23,36047,Kings,61200.0
2020-07-24,36047,Kings,61268.0
2020-07-25,36047,Kings,61303.0
2020-07-26,36047,Kings,61343.0
2020-07-27,36047,Kings,61422.0
2020-07-28,36047,Kings,61528.0
2020-07-29,36047,Kings,61602.0
2020-07-30,36047,Kings,61700.0
2020-07-31,36047,Kings,61779.0
2020-08-01,36047,Kings,61837.0
2020-08-02,36047,Kings,61878.0
2020-08-03,36047,Kings,61971.0
2020-08-04,36047,Kings,62020.0
2020-08-05,36047,Kings,62110.0
2020-08-06,36047,Kings,62197.0
2020-08-07,36047,Kings,62287.0
2020-08-08,36047,Kings,62345.0
2020-08-09,36047,Kings,62393.0
2020-08-10,36047,Kings,62468.0
2020-08-11,36047,Kings,62551.0
2020-08-12,36047,Kings,62665.0
2020-08-13,36047,Kings,62752.0
2020-08-14,36047,Kings,62833.0
2020-08-15,36047,Kings,62866.0
2020-08-16,36047,Kings,62915.0
2020-08-17,36047,Kings,63011.0
2020-08-18,36047,Kings,63077.0
2020-08-19,36047,Kings,63146.0
2020-08-20,36047,Kings,63202.0
2020-08-21,36047,Kings,63277.0
2020-08-22,36047,Kings,63313.0
2020-08-23,36047,Kings,63368.0
2020-08-24,36047,Kings,63453.0
2020-08-25,36047,Kings,63537.0
2020-08-26,36047,Kings,63653.0
2020-08-27,36047,Kings,63752.0
2020-08-28,36047,Kings,63830.0
2020-08-29,36047,Kings,63868.0
2020-08-30,36047,Kings,63928.0
2020-08-31,36047,Kings,65927.0
2020-09-01,36047,Kings,65975.0
2020-09-02,36047,Kings,66046.0
2020-09-03,36047,Kings,66170.0
2020-09-04,36047,Kings,66278.0
2020-09-05,36047,Kings,66383.0
2020-09-06,36047,Kings,66479.0
2020-09-07,36047,Kings,66558.0
2020-09-08,36047,Kings,66609.0
2020-09-09,36047,Kings,66703.0
2020-09-10,36047,Kings,66783.0
2020-09-11,36047,Kings,66914.0
2020-09-12,36047,Kings,67041.0
2020-09-13,36047,Kings,67174.0
2020-09-14,36047,Kings,67292.0
2020-09-15,36047,Kings,67352.0
2020-09-16,36047,Kings,67479.0
2020-09-17,36047,Kings,67655.0
2020-09-18,36047,Kings,67830.0
2020-09-19,36047,Kings,68005.0
2020-09-20,36047,Kings,68141.0
2020-09-21,36047,Kings,68259.0
2020-09-22,36047,Kings,68300.0
2020-09-23,36047,Kings,68371.0
2020-09-24,36047,Kings,68646.0
2020-09-25,36047,Kings,68846.0
2020-09-26,36047,Kings,69122.0
2020-09-27,36047,Kings,69400.0
2020-09-28,36047,Kings,69613.0
2020-09-29,36047,Kings,69729.0
2020-09-30,36047,Kings,69928.0
2020-10-01,36047,Kings,70082.0
2020-10-02,36047,Kings,70453.0
2020-10-03,36047,Kings,70767.0
2020-10-04,36047,Kings,71106.0
2020-10-05,36047,Kings,71408.0
2020-10-06,36047,Kings,71507.0
2020-10-07,36047,Kings,71694.0
2020-10-08,36047,Kings,72154.0
2020-10-09,36047,Kings,72435.0
2020-10-10,36047,Kings,72692.0
2020-10-11,36047,Kings,72950.0
2020-10-12,36047,Kings,73170.0
2020-10-13,36047,Kings,73275.0
2020-10-14,36047,Kings,73406.0
2020-10-15,36047,Kings,73657.0
2020-10-16,36047,Kings,73905.0
2020-10-17,36047,Kings,74171.0
2020-10-18,36047,Kings,74449.0
2020-10-19,36047,Kings,74653.0
2020-10-20,36047,Kings,74787.0
2020-10-21,36047,Kings,75001.0
2020-10-22,36047,Kings,75256.0
2020-10-23,36047,Kings,75521.0
2020-10-24,36047,Kings,75773.0
2020-10-25,36047,Kings,76076.0
2020-10-26,36047,Kings,76323.0
2020-10-27,36047,Kings,76480.0
2020-10-28,36047,Kings,76656.0
2020-10-29,36047,Kings,76925.0
2020-10-30,36047,Kings,77240.0
2020-10-31,36047,Kings,77531.0
2020-11-01,36047,Kings,77772.0
2020-11-02,36047,Kings,78017.0
2020-11-03,36047,Kings,78168.0
2020-11-04,36047,Kings,78464.0
2020-11-05,36047,Kings,78878.0
2020-11-06,36047,Kings,79277.0
2020-11-07,36047,Kings,79676.0
2020-11-08,36047,Kings,80105.0
2020-11-09,36047,Kings,80472.0
2020-11-10,36047,Kings,80782.0
2020-11-11,36047,Kings,81097.0
2020-11-12,36047,Kings,81661.0
2020-11-13,36047,Kings,82243.0
2020-11-14,36047,Kings,82751.0
2020-11-15,36047,Kings,83264.0
2020-11-16,36047,Kings,83728.0
2020-11-17,36047,Kings,84060.0
2020-11-18,36047,Kings,84406.0
2020-11-19,36047,Kings,85050.0
2020-11-20,36047,Kings,85693.0
2020-11-21,36047,Kings,86319.0
2020-11-22,36047,Kings,86959.0
2020-11-23,36047,Kings,87524.0
2020-11-24,36047,Kings,87958.0
2020-11-25,36047,Kings,88415.0
2020-11-26,36047,Kings,89153.0
2020-11-27,36047,Kings,89870.0
2020-11-28,36047,Kings,90649.0
2020-11-29,36047,Kings,90997.0
2020-11-30,36047,Kings,91796.0
2020-12-01,36047,Kings,92389.0
2020-12-02,36047,Kings,93071.0
2020-12-03,36047,Kings,94131.0
2020-12-04,36047,Kings,95258.0
2020-12-05,36047,Kings,96276.0
2020-12-06,36047,Kings,97315.0
2020-12-07,36047,Kings,98270.0
2020-12-08,36047,Kings,98960.0
2020-12-09,36047,Kings,99704.0
2020-12-10,36047,Kings,100930.0
2020-12-11,36047,Kings,102058.0
2020-12-12,36047,Kings,103198.0
2020-12-13,36047,Kings,104372.0
2020-12-14,36047,Kings,105405.0
2020-12-15,36047,Kings,106137.0
2020-12-16,36047,Kings,106999.0
2020-12-17,36047,Kings,108357.0
2020-12-18,36047,Kings,109617.0
2020-12-19,36047,Kings,110670.0
2020-12-20,36047,Kings,111485.0
2020-12-21,36047,Kings,112687.0
2020-12-22,36047,Kings,113617.0
2020-12-23,36047,Kings,114568.0
2020-12-24,36047,Kings,116111.0
2020-12-25,36047,Kings,117557.0
2020-12-26,36047,Kings,118826.0
2020-12-27,36047,Kings,119848.0
2020-12-28,36047,Kings,120283.0
2020-12-29,36047,Kings,121199.0
2020-12-30,36047,Kings,122489.0
2020-12-31,36047,Kings,123847.0
2021-01-01,36047,Kings,125467.0
2021-01-02,36047,Kings,127067.0
2021-01-03,36047,Kings,128248.0
2021-01-04,36047,Kings,129252.0
2021-01-05,36047,Kings,130653.0
2021-01-06,36047,Kings,132075.0
2021-01-07,36047,Kings,133865.0
2021-01-08,36047,Kings,135829.0
2021-01-09,36047,Kings,137746.0
2021-01-10,36047,Kings,139496.0
2021-01-11,36047,Kings,141106.0
2021-01-12,36047,Kings,142754.0
2021-01-13,36047,Kings,144589.0
2021-01-14,36047,Kings,146383.0
2021-01-15,36047,Kings,148501.0
2021-01-16,36047,Kings,150376.0
2021-01-17,36047,Kings,151971.0
2021-01-18,36047,Kings,153838.0
2021-01-19,36047,Kings,155509.0
2020-02-29,36061,New York,1.0
2020-03-01,36061,New York,1.0
2020-03-02,36061,New York,1.0
2020-03-03,36061,New York,1.0
2020-03-04,36061,New York,3.0
2020-03-05,36061,New York,3.0
2020-03-06,36061,New York,6.0
2020-03-07,36061,New York,7.0
2020-03-08,36061,New York,13.0
2020-03-09,36061,New York,37.0
2020-03-10,36061,New York,61.0
2020-03-11,36061,New York,123.0
2020-03-12,36061,New York,260.0
2020-03-13,36061,New York,442.0
2020-03-14,36061,New York,618.0
2020-03-15,36061,New York,824.0
2020-03-16,36061,New York,1281.0
2020-03-17,36061,New York,1848.0
2020-03-18,36061,New York,2386.0
2020-03-19,36061,New York,2942.0
2020-03-20,36061,New York,3595.0
2020-03-21,36061,New York,3993.0
2020-03-22,36061,New York,4310.0
2020-03-23,36061,New York,4841.0
2020-03-24,36061,New York,5461.0
2020-03-25,36061,New York,6048.0
2020-03-26,36061,New York,6676.0
2020-03-27,36061,New York,7332.0
2020-03-28,36061,New York,7720.0
2020-03-29,36061,New York,8127.0
2020-03-30,36061,New York,8934.0
2020-03-31,36061,New York,9551.0
2020-04-01,36061,New York,10124.0
2020-04-02,36061,New York,10776.0
2020-04-03,36061,New York,11447.0
2020-04-04,36061,New York,11832.0
2020-04-05,36061,New York,12190.0
2020-04-06,36061,New York,12912.0
2020-04-07,36061,New York,13517.0
2020-04-08,36061,New York,14064.0
2020-04-09,36061,New York,14624.0
2020-04-10,36061,New York,15120.0
2020-04-11,36061,New York,15423.0
2020-04-12,36061,New York,15675.0
2020-04-13,36061,New York,16068.0
2020-04-14,36061,New York,16509.0
2020-04-15,36061,New York,16938.0
2020-04-16,36061,New York,17294.0
2020-04-17,36061,New York,17624.0
2020-04-18,36061,New York,17811.0
2020-04-19,36061,New York,17988.0
2020-04-20,36061,New York,18369.0
2020-04-21,36061,New York,18742.0
2020-04-22,36061,New York,19125.0
2020-04-23,36061,New York,19526.0
2020-04-24,36061,New York,19934.0
2020-04-25,36061,New York,20080.0
2020-04-26,36061,New York,20178.0
2020-04-27,36061,New York,20481.0
2020-04-28,36061,New York,20803.0
2020-04-29,36061,New York,21090.0
2020-04-30,36061,New York,21307.0
2020-05-01,36061,New York,21550.0
2020-05-02,36061,New York,21688.0
2020-05-03,36061,New York,21791.0
2020-05-04,36061,New York,22005.0
2020-05-05,36061,New York,22249.0
2020-05-06,36061,New York,22414.0
2020-05-07,36061,New York,22532.0
2020-05-08,36061,New York,22631.0
2020-05-09,36061,New York,22706.0
2020-05-10,36061,New York,22802.0
2020-05-11,36061,New York,22994.0
