date,fips,county,daily_cases,daily_hospitalized,daily_deaths,daily_cases_avg,daily_hospitalized_avg,daily_deaths_avg
2020-04-14,36005,Bronx,1076,228,111,1049,293,116
2020-04-15,36005,Bronx,1068,215,94,1016,268,113
2020-04-16,36005,Bronx,940,199,86,967,252,110
2020-04-17,36005,Bronx,917,201,88,922,236,106
2020-04-18,36005,Bronx,552,151,62,858,218,96
2020-04-19,36005,Bronx,532,144,79,825,204,92
2020-04-20,36005,Bronx,981,170,78,867,187,85
2020-04-21,36005,Bronx,641,152,70,804,176,80
2020-04-22,36005,Bronx,927,128,67,784,164,76
2020-04-23,36005,Bronx,734,122,58,755,153,72
2020-04-24,36005,Bronx,580,114,62,707,140,68
2020-04-25,36005,Bronx,417,92,56,687,132,67
2020-04-26,36005,Bronx,196,79,55,639,122,64
2020-04-27,36005,Bronx,550,101,53,578,113,60
2020-04-28,36005,Bronx,669,95,56,582,104,58
2020-04-29,36005,Bronx,557,83,40,529,98,54
2020-04-30,36005,Bronx,482,65,45,493,90,52
2020-05-01,36005,Bronx,449,79,45,474,85,50
2020-05-02,36005,Bronx,263,56,49,452,80,49
2020-05-03,36005,Bronx,153,47,27,446,75,45
2020-05-04,36005,Bronx,348,59,34,417,69,42
2020-05-05,36005,Bronx,294,68,26,364,65,38
2020-05-06,36005,Bronx,279,61,29,324,62,36
2020-05-07,36005,Bronx,298,44,28,298,59,34
2020-05-08,36005,Bronx,252,53,22,270,55,31
2020-05-09,36005,Bronx,175,37,21,257,53,27
2020-05-10,36005,Bronx,75,27,13,246,50,25
2020-05-11,36005,Bronx,226,48,27,228,48,24
2020-05-12,36005,Bronx,355,33,19,237,43,23
2020-05-13,36005,Bronx,461,35,16,263,40,21
2020-05-14,36005,Bronx,255,25,11,257,37,18
2020-05-15,36005,Bronx,180,29,15,247,33,17
2020-05-16,36005,Bronx,108,14,26,237,30,18
2020-05-17,36005,Bronx,56,27,19,234,30,19
2020-05-18,36005,Bronx,187,21,10,229,26,17
2020-05-19,36005,Bronx,181,34,12,204,26,16
2020-05-20,36005,Bronx,278,25,15,178,25,15
2020-05-21,36005,Bronx,199,17,12,170,24,16
2020-05-22,36005,Bronx,264,27,12,182,24,15
2020-05-23,36005,Bronx,90,18,17,179,24,14
2020-05-24,36005,Bronx,101,21,13,186,23,13
2020-05-25,36005,Bronx,103,23,8,174,24,13
2020-05-26,36005,Bronx,284,20,10,188,22,12
2020-05-27,36005,Bronx,182,17,9,175,20,12
2020-05-28,36005,Bronx,118,11,12,163,20,12
2020-05-29,36005,Bronx,165,25,6,149,19,11
2020-05-30,36005,Bronx,80,13,13,148,19,10
2020-05-31,36005,Bronx,30,14,6,137,18,9
2020-06-01,36005,Bronx,158,14,3,145,16,8
2020-06-02,36005,Bronx,121,12,8,122,15,8
2020-06-03,36005,Bronx,113,19,11,112,15,8
2020-06-04,36005,Bronx,127,13,4,113,16,7
2020-06-05,36005,Bronx,108,10,9,105,14,8
2020-06-06,36005,Bronx,50,11,12,101,13,8
2020-06-07,36005,Bronx,43,15,7,103,13,8
2020-06-08,36005,Bronx,97,10,10,94,13,9
2020-06-09,36005,Bronx,84,14,6,89,13,8
2020-06-10,36005,Bronx,76,10,9,84,12,8
2020-06-11,36005,Bronx,65,14,6,75,12,8
2020-06-12,36005,Bronx,80,15,5,71,13,8
2020-06-13,36005,Bronx,46,5,5,70,12,7
2020-06-14,36005,Bronx,27,11,7,68,11,7
2020-06-15,36005,Bronx,80,15,5,65,12,6
2020-06-16,36005,Bronx,80,10,2,65,11,6
2020-06-17,36005,Bronx,68,13,2,64,12,5
2020-06-18,36005,Bronx,60,10,1,63,11,4
2020-06-19,36005,Bronx,83,13,3,63,11,4
2020-06-20,36005,Bronx,53,5,5,64,11,4
2020-06-21,36005,Bronx,25,5,6,64,10,3
2020-06-22,36005,Bronx,92,12,1,66,10,3
2020-06-23,36005,Bronx,73,11,6,65,10,3
2020-06-24,36005,Bronx,90,7,2,68,9,3
2020-06-25,36005,Bronx,64,13,4,69,9,4
2020-06-26,36005,Bronx,66,10,3,66,9,4
