fips,date,county,new_cases,new_death
36005.0,2020-02-14,Bronx,0.0,0.0
36047.0,2020-02-14,Kings,0.0,0.0
36061.0,2020-02-14,New York,0.0,0.0
36081.0,2020-02-14,Queens,0.0,0.0
36085.0,2020-02-14,Richmond,0.0,0.0
36005.0,2020-02-15,Bronx,0.0,0.0
36047.0,2020-02-15,Kings,0.0,0.0
36061.0,2020-02-15,New York,0.0,0.0
36081.0,2020-02-15,Queens,0.0,0.0
36085.0,2020-02-15,Richmond,0.0,0.0
36005.0,2020-02-16,Bronx,0.0,0.0
36047.0,2020-02-16,Kings,0.0,0.0
36061.0,2020-02-16,New York,0.0,0.0
36081.0,2020-02-16,Queens,0.0,0.0
36085.0,2020-02-16,Richmond,0.0,0.0
36005.0,2020-02-17,Bronx,0.0,0.0
36047.0,2020-02-17,Kings,0.0,0.0
36061.0,2020-02-17,New York,0.0,0.0
36081.0,2020-02-17,Queens,0.0,0.0
36085.0,2020-02-17,Richmond,0.0,0.0
36005.0,2020-02-18,Bronx,0.0,0.0
36047.0,2020-02-18,Kings,0.0,0.0
36061.0,2020-02-18,New York,0.0,0.0
36081.0,2020-02-18,Queens,0.0,0.0
36085.0,2020-02-18,Richmond,0.0,0.0
36005.0,2020-02-19,Bronx,0.0,0.0
36047.0,2020-02-19,Kings,0.0,0.0
36061.0,2020-02-19,New York,0.0,0.0
36081.0,2020-02-19,Queens,0.0,0.0
36085.0,2020-02-19,Richmond,0.0,0.0
36005.0,2020-02-20,Bronx,0.0,0.0
36047.0,2020-02-20,Kings,0.0,0.0
36061.0,2020-02-20,New York,0.0,0.0
36081.0,2020-02-20,Queens,0.0,0.0
36085.0,2020-02-20,Richmond,0.0,0.0
36005.0,2020-02-21,Bronx,0.0,0.0
36047.0,2020-02-21,Kings,0.0,0.0
36061.0,2020-02-21,New York,0.0,0.0
36081.0,2020-02-21,Queens,0.0,0.0
36085.0,2020-02-21,Richmond,0.0,0.0
36005.0,2020-02-22,Bronx,0.0,0.0
36047.0,2020-02-22,Kings,0.0,0.0
36061.0,2020-02-22,New York,0.0,0.0
36081.0,2020-02-22,Queens,0.0,0.0
36085.0,2020-02-22,Richmond,0.0,0.0
36005.0,2020-02-23,Bronx,0.0,0.0
36047.0,2020-02-23,Kings,0.0,0.0
36061.0,2020-02-23,New York,0.0,0.0
36081.0,2020-02-23,Queens,0.0,0.0
36085.0,2020-02-23,Richmond,0.0,0.0
36005.0,2020-02-24,Bronx,0.0,0.0
36047.0,2020-02-24,Kings,0.0,0.0
36061.0,2020-02-24,New York,0.0,0.0
36081.0,2020-02-24,Queens,0.0,0.0
36085.0,2020-02-24,Richmond,0.0,0.0
36005.0,2020-02-25,Bronx,0.0,0.0
36047.0,2020-02-25,Kings,0.0,0.0
36061.0,2020-02-25,New York,0.0,0.0
36081.0,2020-02-25,Queens,0.0,0.0
36085.0,2020-02-25,Richmond,0.0,0.0
36005.0,2020-02-26,Bronx,0.0,0.0
36047.0,2020-02-26,Kings,0.0,0.0
36061.0,2020-02-26,New York,0.0,0.0
36081.0,2020-02-26,Queens,0.0,0.0
36085.0,2020-02-26,Richmond,0.0,0.0
36005.0,2020-02-27,Bronx,0.0,0.0
36047.0,2020-02-27,Kings,0.0,0.0
36061.0,2020-02-27,New York,0.0,0.0
36081.0,2020-02-27,Queens,0.0,0.0
36085.0,2020-02-27,Richmond,0.0,0.0
36005.0,2020-02-28,Bronx,0.0,0.0
36047.0,2020-02-28,Kings,0.0,0.0
36061.0,2020-02-28,New York,0.0,0.0
36081.0,2020-02-28,Queens,0.0,0.0
36085.0,2020-02-28,Richmond,0.0,0.0
36005.0,2020-02-29,Bronx,0.0,0.0
36047.0,2020-02-29,Kings,0.0,0.0
36061.0,2020-02-29,New York,0.0,0.0
36081.0,2020-02-29,Queens,0.0,0.0
36085.0,2020-02-29,Richmond,0.0,0.0
36005.0,2020-03-01,Bronx,0.0,0.0
36047.0,2020-03-01,Kings,0.0,0.0
36061.0,2020-03-01,New York,0.0,0.0
36081.0,2020-03-01,Queens,0.0,0.0
36085.0,2020-03-01,Richmond,0.0,0.0
36005.0,2020-03-02,Bronx,0.0,0.0
36047.0,2020-03-02,Kings,0.0,0.0
36061.0,2020-03-02,New York,0.0,0.0
36081.0,2020-03-02,Queens,0.0,0.0
36085.0,2020-03-02,Richmond,0.0,0.0
36005.0,2020-03-03,Bronx,0.0,0.0
36047.0,2020-03-03,Kings,0.0,0.0
36061.0,2020-03-03,New York,0.0,0.0
36081.0,2020-03-03,Queens,0.0,0.0
36085.0,2020-03-03,Richmond,0.0,0.0
36005.0,2020-03-04,Bronx,0.0,0.0
36047.0,2020-03-04,Kings,0.0,0.0
36061.0,2020-03-04,New York,0.0,0.0
36081.0,2020-03-04,Queens,0.0,0.0
36085.0,2020-03-04,Richmond,0.0,0.0
36005.0,2020-03-05,Bronx,0.0,0.0
36047.0,2020-03-05,Kings,1.0,0.0
36061.0,2020-03-05,New York,1.0,0.0
36081.0,2020-03-05,Queens,0.0,0.0
36085.0,2020-03-05,Richmond,0.0,0.0
36005.0,2020-03-06,Bronx,0.0,0.0
36047.0,2020-03-06,Kings,0.0,0.0
36061.0,2020-03-06,New York,1.0,0.0
36081.0,2020-03-06,Queens,1.0,0.0
36085.0,2020-03-06,Richmond,0.0,0.0
36005.0,2020-03-07,Bronx,0.0,0.0
36047.0,2020-03-07,Kings,3.0,0.0
36061.0,2020-03-07,New York,3.0,0.0
36081.0,2020-03-07,Queens,1.0,0.0
36085.0,2020-03-07,Richmond,0.0,0.0
36005.0,2020-03-08,Bronx,0.0,0.0
36047.0,2020-03-08,Kings,0.0,0.0
36061.0,2020-03-08,New York,0.0,0.0
36081.0,2020-03-08,Queens,0.0,0.0
36085.0,2020-03-08,Richmond,0.0,0.0
36005.0,2020-03-09,Bronx,1.0,0.0
36047.0,2020-03-09,Kings,2.0,0.0
36061.0,2020-03-09,New York,0.0,0.0
36081.0,2020-03-09,Queens,1.0,0.0
36085.0,2020-03-09,Richmond,0.0,0.0
36005.0,2020-03-10,Bronx,4.0,0.0
36047.0,2020-03-10,Kings,1.0,0.0
36061.0,2020-03-10,New York,7.0,0.0
36081.0,2020-03-10,Queens,0.0,0.0
36085.0,2020-03-10,Richmond,0.0,0.0
36005.0,2020-03-11,Bronx,0.0,0.0
36047.0,2020-03-11,Kings,7.0,0.0
36061.0,2020-03-11,New York,12.0,0.0
36081.0,2020-03-11,Queens,4.0,1.0
36085.0,2020-03-11,Richmond,1.0,0.0
36005.0,2020-03-12,Bronx,2.0,0.0
36047.0,2020-03-12,Kings,2.0,0.0
36061.0,2020-03-12,New York,3.0,0.0
36081.0,2020-03-12,Queens,5.0,0.0
36085.0,2020-03-12,Richmond,1.0,0.0
36005.0,2020-03-13,Bronx,3.0,0.0
36047.0,2020-03-13,Kings,8.0,0.0
36061.0,2020-03-13,New York,18.0,0.0
36081.0,2020-03-13,Queens,15.0,0.0
36085.0,2020-03-13,Richmond,4.0,0.0
36005.0,2020-03-14,Bronx,10.0,0.0
36047.0,2020-03-14,Kings,17.0,1.0
36061.0,2020-03-14,New York,39.0,0.0
36081.0,2020-03-14,Queens,30.0,1.0
36085.0,2020-03-14,Richmond,5.0,0.0
36005.0,2020-03-15,Bronx,8.0,1.0
36047.0,2020-03-15,Kings,17.0,0.0
36061.0,2020-03-15,New York,28.0,2.0
36081.0,2020-03-15,Queens,18.0,1.0
36085.0,2020-03-15,Richmond,3.0,1.0
36005.0,2020-03-16,Bronx,29.0,3.0
36047.0,2020-03-16,Kings,26.0,1.0
36061.0,2020-03-16,New York,60.0,0.0
36081.0,2020-03-16,Queens,49.0,4.0
36085.0,2020-03-16,Richmond,6.0,0.0
36005.0,2020-03-17,Bronx,29.0,1.0
36047.0,2020-03-17,Kings,39.0,4.0
36061.0,2020-03-17,New York,69.0,0.0
36081.0,2020-03-17,Queens,38.0,3.0
36085.0,2020-03-17,Richmond,11.0,0.0
36005.0,2020-03-18,Bronx,123.0,1.0
36047.0,2020-03-18,Kings,264.0,6.0
36061.0,2020-03-18,New York,161.0,4.0
36081.0,2020-03-18,Queens,123.0,10.0
36085.0,2020-03-18,Richmond,26.0,0.0
36005.0,2020-03-19,Bronx,154.0,4.0
36047.0,2020-03-19,Kings,273.0,6.0
36061.0,2020-03-19,New York,335.0,4.0
36081.0,2020-03-19,Queens,336.0,6.0
36085.0,2020-03-19,Richmond,33.0,4.0
36005.0,2020-03-20,Bronx,191.0,13.0
36047.0,2020-03-20,Kings,674.0,11.0
36061.0,2020-03-20,New York,437.0,11.0
36081.0,2020-03-20,Queens,519.0,9.0
36085.0,2020-03-20,Richmond,116.0,3.0
36005.0,2020-03-21,Bronx,297.0,12.0
36047.0,2020-03-21,Kings,538.0,12.0
36061.0,2020-03-21,New York,370.0,5.0
36081.0,2020-03-21,Queens,491.0,14.0
36085.0,2020-03-21,Richmond,109.0,1.0
36005.0,2020-03-22,Bronx,367.0,12.0
36047.0,2020-03-22,Kings,893.0,10.0
36061.0,2020-03-22,New York,522.0,8.0
36081.0,2020-03-22,Queens,843.0,14.0
36085.0,2020-03-22,Richmond,207.0,6.0
36005.0,2020-03-23,Bronx,606.0,12.0
36047.0,2020-03-23,Kings,702.0,27.0
36061.0,2020-03-23,New York,607.0,7.0
36081.0,2020-03-23,Queens,1152.0,28.0
36085.0,2020-03-23,Richmond,193.0,8.0
36005.0,2020-03-24,Bronx,455.0,14.0
36047.0,2020-03-24,Kings,700.0,23.0
36061.0,2020-03-24,New York,405.0,17.0
36081.0,2020-03-24,Queens,839.0,35.0
36085.0,2020-03-24,Richmond,200.0,6.0
36005.0,2020-03-25,Bronx,611.0,31.0
36047.0,2020-03-25,Kings,779.0,36.0
36061.0,2020-03-25,New York,442.0,20.0
36081.0,2020-03-25,Queens,1010.0,32.0
36085.0,2020-03-25,Richmond,110.0,4.0
36005.0,2020-03-26,Bronx,838.0,37.0
36047.0,2020-03-26,Kings,755.0,50.0
36061.0,2020-03-26,New York,542.0,33.0
36081.0,2020-03-26,Queens,1238.0,60.0
36085.0,2020-03-26,Richmond,164.0,10.0
36005.0,2020-03-27,Bronx,829.0,35.0
36047.0,2020-03-27,Kings,1106.0,75.0
36061.0,2020-03-27,New York,523.0,42.0
36081.0,2020-03-27,Queens,1324.0,58.0
36085.0,2020-03-27,Richmond,223.0,7.0
36005.0,2020-03-28,Bronx,846.0,62.0
36047.0,2020-03-28,Kings,1238.0,78.0
36061.0,2020-03-28,New York,631.0,28.0
36081.0,2020-03-28,Queens,1238.0,93.0
36085.0,2020-03-28,Richmond,415.0,13.0
36005.0,2020-03-29,Bronx,901.0,55.0
36047.0,2020-03-29,Kings,973.0,90.0
36061.0,2020-03-29,New York,590.0,35.0
36081.0,2020-03-29,Queens,1136.0,95.0
36085.0,2020-03-29,Richmond,402.0,17.0
36005.0,2020-03-30,Bronx,658.0,75.0
36047.0,2020-03-30,Kings,1011.0,106.0
36061.0,2020-03-30,New York,422.0,34.0
36081.0,2020-03-30,Queens,1258.0,99.0
36085.0,2020-03-30,Richmond,336.0,11.0
36005.0,2020-03-31,Bronx,804.0,97.0
36047.0,2020-03-31,Kings,1888.0,126.0
36061.0,2020-03-31,New York,648.0,42.0
36081.0,2020-03-31,Queens,2022.0,97.0
36085.0,2020-03-31,Richmond,324.0,22.0
36005.0,2020-04-01,Bronx,2368.0,93.0
36047.0,2020-04-01,Kings,3411.0,136.0
36061.0,2020-04-01,New York,1297.0,59.0
36081.0,2020-04-01,Queens,2705.0,144.0
36085.0,2020-04-01,Richmond,948.0,16.0
36005.0,2020-04-02,Bronx,1329.0,97.0
36047.0,2020-04-02,Kings,1781.0,168.0
36061.0,2020-04-02,New York,824.0,62.0
36081.0,2020-04-02,Queens,1883.0,140.0
36085.0,2020-04-02,Richmond,398.0,30.0
36005.0,2020-04-03,Bronx,1298.0,116.0
36047.0,2020-04-03,Kings,1540.0,141.0
36061.0,2020-04-03,New York,628.0,52.0
36081.0,2020-04-03,Queens,1840.0,160.0
36085.0,2020-04-03,Richmond,238.0,29.0
36005.0,2020-04-04,Bronx,1257.0,107.0
36047.0,2020-04-04,Kings,1624.0,163.0
36061.0,2020-04-04,New York,587.0,63.0
36081.0,2020-04-04,Queens,1817.0,157.0
36085.0,2020-04-04,Richmond,266.0,20.0
36005.0,2020-04-05,Bronx,1332.0,123.0
36047.0,2020-04-05,Kings,1662.0,167.0
36061.0,2020-04-05,New York,666.0,86.0
36081.0,2020-04-05,Queens,1877.0,182.0
36085.0,2020-04-05,Richmond,376.0,22.0
36005.0,2020-04-06,Bronx,1482.0,112.0
36047.0,2020-04-06,Kings,1503.0,169.0
36061.0,2020-04-06,New York,695.0,69.0
36081.0,2020-04-06,Queens,1807.0,202.0
36085.0,2020-04-06,Richmond,349.0,24.0
36005.0,2020-04-07,Bronx,1050.0,115.0
36047.0,2020-04-07,Kings,986.0,179.0
36061.0,2020-04-07,New York,411.0,92.0
36081.0,2020-04-07,Queens,1254.0,183.0
36085.0,2020-04-07,Richmond,347.0,29.0
36005.0,2020-04-08,Bronx,855.0,114.0
36047.0,2020-04-08,Kings,1199.0,173.0
36061.0,2020-04-08,New York,381.0,66.0
36081.0,2020-04-08,Queens,1188.0,182.0
36085.0,2020-04-08,Richmond,329.0,34.0
36005.0,2020-04-09,Bronx,1552.0,108.0
36047.0,2020-04-09,Kings,1552.0,190.0
36061.0,2020-04-09,New York,754.0,65.0
36081.0,2020-04-09,Queens,1982.0,172.0
36085.0,2020-04-09,Richmond,738.0,25.0
36005.0,2020-04-10,Bronx,1504.0,118.0
36047.0,2020-04-10,Kings,1476.0,178.0
36061.0,2020-04-10,New York,635.0,69.0
36081.0,2020-04-10,Queens,2006.0,155.0
36085.0,2020-04-10,Richmond,639.0,19.0
36005.0,2020-04-11,Bronx,1342.0,133.0
36047.0,2020-04-11,Kings,1388.0,160.0
36061.0,2020-04-11,New York,569.0,59.0
36081.0,2020-04-11,Queens,1909.0,163.0
36085.0,2020-04-11,Richmond,571.0,28.0
36005.0,2020-04-12,Bronx,1318.0,110.0
36047.0,2020-04-12,Kings,1439.0,200.0
36061.0,2020-04-12,New York,590.0,62.0
36081.0,2020-04-12,Queens,1612.0,174.0
36085.0,2020-04-12,Richmond,307.0,26.0
36005.0,2020-04-13,Bronx,1267.0,122.0
36047.0,2020-04-13,Kings,1210.0,159.0
36061.0,2020-04-13,New York,520.0,72.0
36081.0,2020-04-13,Queens,1390.0,193.0
36085.0,2020-04-13,Richmond,305.0,25.0
36005.0,2020-04-14,Bronx,1034.0,111.0
36047.0,2020-04-14,Kings,1185.0,153.0
36061.0,2020-04-14,New York,322.0,59.0
36081.0,2020-04-14,Queens,1045.0,163.0
36085.0,2020-04-14,Richmond,316.0,24.0
36005.0,2020-04-15,Bronx,799.0,94.0
36047.0,2020-04-15,Kings,766.0,131.0
36061.0,2020-04-15,New York,277.0,55.0
36081.0,2020-04-15,Queens,959.0,151.0
36085.0,2020-04-15,Richmond,260.0,24.0
36005.0,2020-04-16,Bronx,723.0,86.0
36047.0,2020-04-16,Kings,1152.0,126.0
36061.0,2020-04-16,New York,408.0,56.0
36081.0,2020-04-16,Queens,1020.0,132.0
36085.0,2020-04-16,Richmond,193.0,14.0
36005.0,2020-04-17,Bronx,1113.0,88.0
36047.0,2020-04-17,Kings,1082.0,118.0
36061.0,2020-04-17,New York,460.0,41.0
36081.0,2020-04-17,Queens,1337.0,122.0
36085.0,2020-04-17,Richmond,294.0,15.0
36005.0,2020-04-18,Bronx,1099.0,62.0
36047.0,2020-04-18,Kings,911.0,117.0
36061.0,2020-04-18,New York,448.0,57.0
36081.0,2020-04-18,Queens,1201.0,136.0
36085.0,2020-04-18,Richmond,323.0,19.0
36005.0,2020-04-19,Bronx,975.0,78.0
36047.0,2020-04-19,Kings,928.0,118.0
36061.0,2020-04-19,New York,371.0,48.0
36081.0,2020-04-19,Queens,1182.0,136.0
36085.0,2020-04-19,Richmond,213.0,19.0
36005.0,2020-04-20,Bronx,936.0,78.0
36047.0,2020-04-20,Kings,995.0,95.0
36061.0,2020-04-20,New York,338.0,49.0
36081.0,2020-04-20,Queens,1123.0,126.0
36085.0,2020-04-20,Richmond,284.0,16.0
36005.0,2020-04-21,Bronx,575.0,70.0
36047.0,2020-04-21,Kings,610.0,91.0
36061.0,2020-04-21,New York,202.0,47.0
36081.0,2020-04-21,Queens,741.0,103.0
36085.0,2020-04-21,Richmond,159.0,11.0
36005.0,2020-04-22,Bronx,552.0,67.0
36047.0,2020-04-22,Kings,660.0,108.0
36061.0,2020-04-22,New York,195.0,37.0
36081.0,2020-04-22,Queens,886.0,86.0
36085.0,2020-04-22,Richmond,142.0,14.0
36005.0,2020-04-23,Bronx,1003.0,59.0
36047.0,2020-04-23,Kings,1013.0,106.0
36061.0,2020-04-23,New York,393.0,47.0
36081.0,2020-04-23,Queens,1248.0,107.0
36085.0,2020-04-23,Richmond,230.0,13.0
36005.0,2020-04-24,Bronx,659.0,62.0
36047.0,2020-04-24,Kings,925.0,93.0
36061.0,2020-04-24,New York,386.0,48.0
36081.0,2020-04-24,Queens,965.0,98.0
36085.0,2020-04-24,Richmond,221.0,14.0
36005.0,2020-04-25,Bronx,943.0,57.0
36047.0,2020-04-25,Kings,877.0,76.0
36061.0,2020-04-25,New York,400.0,42.0
36081.0,2020-04-25,Queens,1132.0,81.0
36085.0,2020-04-25,Richmond,177.0,9.0
36005.0,2020-04-26,Bronx,749.0,54.0
36047.0,2020-04-26,Kings,811.0,61.0
36061.0,2020-04-26,New York,410.0,34.0
36081.0,2020-04-26,Queens,818.0,90.0
36085.0,2020-04-26,Richmond,132.0,7.0
36005.0,2020-04-27,Bronx,594.0,54.0
36047.0,2020-04-27,Kings,648.0,88.0
36061.0,2020-04-27,New York,415.0,29.0
36081.0,2020-04-27,Queens,790.0,91.0
36085.0,2020-04-27,Richmond,146.0,9.0
36005.0,2020-04-28,Bronx,423.0,56.0
36047.0,2020-04-28,Kings,426.0,57.0
36061.0,2020-04-28,New York,151.0,34.0
36081.0,2020-04-28,Queens,557.0,73.0
36085.0,2020-04-28,Richmond,90.0,8.0
36005.0,2020-04-29,Bronx,206.0,40.0
36047.0,2020-04-29,Kings,352.0,72.0
36061.0,2020-04-29,New York,110.0,33.0
36081.0,2020-04-29,Queens,337.0,81.0
36085.0,2020-04-29,Richmond,49.0,14.0
36005.0,2020-04-30,Bronx,560.0,45.0
36047.0,2020-04-30,Kings,626.0,66.0
36061.0,2020-04-30,New York,308.0,34.0
36081.0,2020-04-30,Queens,730.0,67.0
36085.0,2020-04-30,Richmond,109.0,11.0
36005.0,2020-05-01,Bronx,677.0,45.0
36047.0,2020-05-01,Kings,720.0,55.0
36061.0,2020-05-01,New York,327.0,25.0
36081.0,2020-05-01,Queens,904.0,76.0
36085.0,2020-05-01,Richmond,132.0,8.0
36005.0,2020-05-02,Bronx,564.0,49.0
36047.0,2020-05-02,Kings,693.0,46.0
36061.0,2020-05-02,New York,292.0,23.0
36081.0,2020-05-02,Queens,701.0,61.0
36085.0,2020-05-02,Richmond,126.0,12.0
36005.0,2020-05-03,Bronx,488.0,27.0
36047.0,2020-05-03,Kings,612.0,46.0
36061.0,2020-05-03,New York,220.0,35.0
36081.0,2020-05-03,Queens,599.0,55.0
36085.0,2020-05-03,Richmond,131.0,15.0
36005.0,2020-05-04,Bronx,455.0,35.0
36047.0,2020-05-04,Kings,512.0,42.0
36061.0,2020-05-04,New York,248.0,19.0
36081.0,2020-05-04,Queens,626.0,55.0
36085.0,2020-05-04,Richmond,84.0,8.0
36005.0,2020-05-05,Bronx,269.0,27.0
36047.0,2020-05-05,Kings,276.0,49.0
36061.0,2020-05-05,New York,143.0,18.0
36081.0,2020-05-05,Queens,340.0,45.0
36085.0,2020-05-05,Richmond,62.0,12.0
36005.0,2020-05-06,Bronx,158.0,29.0
36047.0,2020-05-06,Kings,259.0,38.0
36061.0,2020-05-06,New York,106.0,17.0
36081.0,2020-05-06,Queens,255.0,58.0
36085.0,2020-05-06,Richmond,36.0,8.0
36005.0,2020-05-07,Bronx,355.0,28.0
36047.0,2020-05-07,Kings,472.0,45.0
36061.0,2020-05-07,New York,224.0,23.0
36081.0,2020-05-07,Queens,441.0,41.0
36085.0,2020-05-07,Richmond,93.0,4.0
36005.0,2020-05-08,Bronx,296.0,22.0
36047.0,2020-05-08,Kings,440.0,43.0
36061.0,2020-05-08,New York,246.0,13.0
36081.0,2020-05-08,Queens,467.0,48.0
36085.0,2020-05-08,Richmond,79.0,5.0
36005.0,2020-05-09,Bronx,288.0,21.0
36047.0,2020-05-09,Kings,465.0,28.0
36061.0,2020-05-09,New York,167.0,15.0
36081.0,2020-05-09,Queens,446.0,33.0
36085.0,2020-05-09,Richmond,60.0,3.0
36005.0,2020-05-10,Bronx,302.0,13.0
36047.0,2020-05-10,Kings,411.0,26.0
36061.0,2020-05-10,New York,120.0,20.0
36081.0,2020-05-10,Queens,360.0,36.0
36085.0,2020-05-10,Richmond,62.0,8.0
36005.0,2020-05-11,Bronx,257.0,27.0
36047.0,2020-05-11,Kings,348.0,32.0
36061.0,2020-05-11,New York,105.0,14.0
36081.0,2020-05-11,Queens,352.0,27.0
36085.0,2020-05-11,Richmond,42.0,3.0
36005.0,2020-05-12,Bronx,175.0,20.0
36047.0,2020-05-12,Kings,125.0,33.0
36061.0,2020-05-12,New York,78.0,14.0
36081.0,2020-05-12,Queens,256.0,18.0
36085.0,2020-05-12,Richmond,32.0,6.0
36005.0,2020-05-13,Bronx,79.0,16.0
36047.0,2020-05-13,Kings,193.0,23.0
36061.0,2020-05-13,New York,97.0,8.0
36081.0,2020-05-13,Queens,86.0,30.0
36085.0,2020-05-13,Richmond,14.0,6.0
36005.0,2020-05-14,Bronx,228.0,11.0
36047.0,2020-05-14,Kings,417.0,14.0
36061.0,2020-05-14,New York,195.0,16.0
36081.0,2020-05-14,Queens,376.0,23.0
36085.0,2020-05-14,Richmond,28.0,6.0
36005.0,2020-05-15,Bronx,358.0,16.0
36047.0,2020-05-15,Kings,406.0,26.0
36061.0,2020-05-15,New York,165.0,11.0
36081.0,2020-05-15,Queens,316.0,27.0
